# emoji-zwj-sequences.txt
# Date: 2025-01-08, 04:57:12 GMT
# © 2025 Unicode®, Inc.
# Unicode and the Unicode Logo are registered trademarks of Unicode, Inc. in the U.S. and other countries.
# For terms of use and license, see https://www.unicode.org/terms_of_use.html
#
# Emoji ZWJ Sequences for UTS #51
# Version: 17.0
#
# For documentation and usage, see https://www.unicode.org/reports/tr51
#
# Format:
#   code_point(s) ; type_field ; description # comments
# Fields:
#   code_point(s): one or more code points in hex format, separated by spaces
#   type_field :RGI_Emoji_ZWJ_Sequence
#     The type_field is a convenience for parsing the emoji sequence files, and is not intended to be maintained as a property.
#   short name: CLDR short name of sequence; characters may be escaped with \x{hex}.
#
# For the purpose of regular expressions, the above type field defines the name of
# a binary property of strings. The short name of the property is the same as the long name.
#
# Characters and sequences are listed in code point order. Users should be shown a more natural order.
# See the CLDR collation order for Emoji.

# ================================================

# RGI_Emoji_ZWJ_Sequence: Family

1F468 200D 2764 FE0F 200D 1F468             ; RGI_Emoji_ZWJ_Sequence  ; couple with heart: man, man                                    # E2.0   [1] (👨‍❤️‍👨)
1F9DC 1F3FD 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; merman: medium skin tone                                       # E5.0   [1] (🧜🏽‍♂️)
1F9DC 1F3FE 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; mermaid: medium-dark skin tone                                 # E5.0   [1] (🧜🏾‍♀️)
1F9DC 1F3FE 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; merman: medium-dark skin tone                                  # E5.0   [1] (🧜🏾‍♂️)
1F9DC 1F3FF 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; mermaid: dark skin tone                                        # E5.0   [1] (🧜🏿‍♀️)
1F9DC 1F3FF 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; merman: dark skin tone                                         # E5.0   [1] (🧜🏿‍♂️)
1F9DD 200D 2640 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; woman elf                                                      # E5.0   [1] (🧝‍♀️)
1F9DD 200D 2642 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; man elf                                                        # E5.0   [1] (🧝‍♂️)
1F9DD 1F3FB 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman elf: light skin tone                                     # E5.0   [1] (🧝🏻‍♀️)
1F9DD 1F3FB 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man elf: light skin tone                                       # E5.0   [1] (🧝🏻‍♂️)
1F9DD 1F3FC 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman elf: medium-light skin tone                              # E5.0   [1] (🧝🏼‍♀️)
1F9DD 1F3FC 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man elf: medium-light skin tone                                # E5.0   [1] (🧝🏼‍♂️)
1F9DD 1F3FD 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman elf: medium skin tone                                    # E5.0   [1] (🧝🏽‍♀️)
1F9DD 1F3FD 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man elf: medium skin tone                                      # E5.0   [1] (🧝🏽‍♂️)
1F9DD 1F3FE 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman elf: medium-dark skin tone                               # E5.0   [1] (🧝🏾‍♀️)
1F9DD 1F3FE 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man elf: medium-dark skin tone                                 # E5.0   [1] (🧝🏾‍♂️)
1F9DD 1F3FF 200D 2640 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; woman elf: dark skin tone                                      # E5.0   [1] (🧝🏿‍♀️)
1F9DD 1F3FF 200D 2642 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; man elf: dark skin tone                                        # E5.0   [1] (🧝🏿‍♂️)
1F9DE 200D 2640 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; woman genie                                                    # E5.0   [1] (🧞‍♀️)
1F9DE 200D 2642 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; man genie                                                      # E5.0   [1] (🧞‍♂️)
1F9DF 200D 2640 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; woman zombie                                                   # E5.0   [1] (🧟‍♀️)
1F9DF 200D 2642 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; man zombie                                                     # E5.0   [1] (🧟‍♂️)

# Total elements: 628

# ================================================

# RGI_Emoji_ZWJ_Sequence: Hair

1F468 200D 1F9B0                            ; RGI_Emoji_ZWJ_Sequence  ; man: red hair                                                  # E11.0  [1] (👨‍🦰)
1F468 200D 1F9B1                            ; RGI_Emoji_ZWJ_Sequence  ; man: curly hair                                                # E11.0  [1] (👨‍🦱)
1F468 200D 1F9B2                            ; RGI_Emoji_ZWJ_Sequence  ; man: bald                                                      # E11.0  [1] (👨‍🦲)
1F468 200D 1F9B3                            ; RGI_Emoji_ZWJ_Sequence  ; man: white hair                                                # E11.0  [1] (👨‍🦳)
1F468 1F3FB 200D 1F9B0                      ; RGI_Emoji_ZWJ_Sequence  ; man: light skin tone, red hair                                 # E11.0  [1] (👨🏻‍🦰)
1F468 1F3FB 200D 1F9B1                      ; RGI_Emoji_ZWJ_Sequence  ; man: light skin tone, curly hair                               # E11.0  [1] (👨🏻‍🦱)
1F468 1F3FB 200D 1F9B2                      ; RGI_Emoji_ZWJ_Sequence  ; man: light skin tone, bald                                     # E11.0  [1] (👨🏻‍🦲)
1F468 1F3FB 200D 1F9B3                      ; RGI_Emoji_ZWJ_Sequence  ; man: light skin tone, white hair                               # E11.0  [1] (👨🏻‍🦳)
1F468 1F3FC 200D 1F9B0                      ; RGI_Emoji_ZWJ_Sequence  ; man: medium-light skin tone, red hair                          # E11.0  [1] (👨🏼‍🦰)
1F468 1F3FC 200D 1F9B1                      ; RGI_Emoji_ZWJ_Sequence  ; man: medium-light skin tone, curly hair                        # E11.0  [1] (👨🏼‍🦱)
1F468 1F3FC 200D 1F9B2                      ; RGI_Emoji_ZWJ_Sequence  ; man: medium-light skin tone, bald                              # E11.0  [1] (👨🏼‍🦲)
1F468 1F3FC 200D 1F9B3                      ; RGI_Emoji_ZWJ_Sequence  ; man: medium-light skin tone, white hair                        # E11.0  [1] (👨🏼‍🦳)
1F468 1F3FD 200D 1F9B0                      ; RGI_Emoji_ZWJ_Sequence  ; man: medium skin tone, red hair                                # E11.0  [1] (👨🏽‍🦰)
1F468 1F3FD 200D 1F9B1                      ; RGI_Emoji_ZWJ_Sequence  ; man: medium skin tone, curly hair                              # E11.0  [1] (👨🏽‍🦱)
1F468 1F3FD 200D 1F9B2                      ; RGI_Emoji_ZWJ_Sequence  ; man: medium skin tone, bald                                    # E11.0  [1] (👨🏽‍🦲)
1F468 1F3FD 200D 1F9B3                      ; RGI_Emoji_ZWJ_Sequence  ; man: medium skin tone, white hair                              # E11.0  [1] (👨🏽‍🦳)
1F468 1F3FE 200D 1F9B0                      ; RGI_Emoji_ZWJ_Sequence  ; man: medium-dark skin tone, red hair                           # E11.0  [1] (👨🏾‍🦰)
1F468 1F3FE 200D 1F9B1                      ; RGI_Emoji_ZWJ_Sequence  ; man: medium-dark skin tone, curly hair                         # E11.0  [1] (👨🏾‍🦱)
1F468 1F3FE 200D 1F9B2                      ; RGI_Emoji_ZWJ_Sequence  ; man: medium-dark skin tone, bald                               # E11.0  [1] (👨🏾‍🦲)
1F468 1F3FE 200D 1F9B3                      ; RGI_Emoji_ZWJ_Sequence  ; man: medium-dark skin tone, white hair                         # E11.0  [1] (👨🏾‍🦳)
1F468 1F3FF 200D 1F9B0                      ; RGI_Emoji_ZWJ_Sequence  ; man: dark skin tone, red hair                                  # E11.0  [1] (👨🏿‍🦰)
1F468 1F3FF 200D 1F9B1                      ; RGI_Emoji_ZWJ_Sequence  ; man: dark skin tone, curly hair                                # E11.0  [1] (👨🏿‍🦱)
1F468 1F3FF 200D 1F9B2                      ; RGI_Emoji_ZWJ_Sequence  ; man: dark skin tone, bald                                      # E11.0  [1] (👨🏿‍🦲)
1F468 1F3FF 200D 1F9B3                      ; RGI_Emoji_ZWJ_Sequence  ; man: dark skin tone, white hair                                # E11.0  [1] (👨🏿‍🦳)
1F469 200D 1F9B0                            ; RGI_Emoji_ZWJ_Sequence  ; woman: red hair                                                # E11.0  [1] (👩‍🦰)
1F469 200D 1F9B1                            ; RGI_Emoji_ZWJ_Sequence  ; woman: curly hair                                              # E11.0  [1] (👩‍🦱)
1F469 200D 1F9B2                            ; RGI_Emoji_ZWJ_Sequence  ; woman: bald                                                    # E11.0  [1] (👩‍🦲)
1F469 200D 1F9B3                            ; RGI_Emoji_ZWJ_Sequence  ; woman: white hair                                              # E11.0  [1] (👩‍🦳)
1F469 1F3FB 200D 1F9B0                      ; RGI_Emoji_ZWJ_Sequence  ; woman: light skin tone, red hair                               # E11.0  [1] (👩🏻‍🦰)
1F469 1F3FB 200D 1F9B1                      ; RGI_Emoji_ZWJ_Sequence  ; woman: light skin tone, curly hair                             # E11.0  [1] (👩🏻‍🦱)
1F469 1F3FB 200D 1F9B2                      ; RGI_Emoji_ZWJ_Sequence  ; woman: light skin tone, bald                                   # E11.0  [1] (👩🏻‍🦲)
1F469 1F3FB 200D 1F9B3                      ; RGI_Emoji_ZWJ_Sequence  ; woman: light skin tone, white hair                             # E11.0  [1] (👩🏻‍🦳)
1F469 1F3FC 200D 1F9B0                      ; RGI_Emoji_ZWJ_Sequence  ; woman: medium-light skin tone, red hair                        # E11.0  [1] (👩🏼‍🦰)
1F469 1F3FC 200D 1F9B1                      ; RGI_Emoji_ZWJ_Sequence  ; woman: medium-light skin tone, curly hair                      # E11.0  [1] (👩🏼‍🦱)
1F469 1F3FC 200D 1F9B2                      ; RGI_Emoji_ZWJ_Sequence  ; woman: medium-light skin tone, bald                            # E11.0  [1] (👩🏼‍🦲)
1F469 1F3FC 200D 1F9B3                      ; RGI_Emoji_ZWJ_Sequence  ; woman: medium-light skin tone, white hair                      # E11.0  [1] (👩🏼‍🦳)
1F469 1F3FD 200D 1F9B0                      ; RGI_Emoji_ZWJ_Sequence  ; woman: medium skin tone, red hair                              # E11.0  [1] (👩🏽‍🦰)
1F469 1F3FD 200D 1F9B1                      ; RGI_Emoji_ZWJ_Sequence  ; woman: medium skin tone, curly hair                            # E11.0  [1] (👩🏽‍🦱)
1F469 1F3FD 200D 1F9B2                      ; RGI_Emoji_ZWJ_Sequence  ; woman: medium skin tone, bald                                  # E11.0  [1] (👩🏽‍🦲)
1F469 1F3FD 200D 1F9B3                      ; RGI_Emoji_ZWJ_Sequence  ; woman: medium skin tone, white hair                            # E11.0  [1] (👩🏽‍🦳)
1F469 1F3FE 200D 1F9B0                      ; RGI_Emoji_ZWJ_Sequence  ; woman: medium-dark skin tone, red hair                         # E11.0  [1] (👩🏾‍🦰)
1F469 1F3FE 200D 1F9B1                      ; RGI_Emoji_ZWJ_Sequence  ; woman: medium-dark skin tone, curly hair                       # E11.0  [1] (👩🏾‍🦱)
1F469 1F3FE 200D 1F9B2                      ; RGI_Emoji_ZWJ_Sequence  ; woman: medium-dark skin tone, bald                             # E11.0  [1] (👩🏾‍🦲)
1F469 1F3FE 200D 1F9B3                      ; RGI_Emoji_ZWJ_Sequence  ; woman: medium-dark skin tone, white hair                       # E11.0  [1] (👩🏾‍🦳)
1F469 1F3FF 200D 1F9B0                      ; RGI_Emoji_ZWJ_Sequence  ; woman: dark skin tone, red hair                                # E11.0  [1] (👩🏿‍🦰)
1F469 1F3FF 200D 1F9B1                      ; RGI_Emoji_ZWJ_Sequence  ; woman: dark skin tone, curly hair                              # E11.0  [1] (👩🏿‍🦱)
1F469 1F3FF 200D 1F9B2                      ; RGI_Emoji_ZWJ_Sequence  ; woman: dark skin tone, bald                                    # E11.0  [1] (👩🏿‍🦲)
1F469 1F3FF 200D 1F9B3                      ; RGI_Emoji_ZWJ_Sequence  ; woman: dark skin tone, white hair                              # E11.0  [1] (👩🏿‍🦳)
1F9D1 200D 1F9B0                            ; RGI_Emoji_ZWJ_Sequence  ; person: red hair                                               # E12.1  [1] (🧑‍🦰)
1F9D1 200D 1F9B1                            ; RGI_Emoji_ZWJ_Sequence  ; person: curly hair                                             # E12.1  [1] (🧑‍🦱)
1F9D1 200D 1F9B2                            ; RGI_Emoji_ZWJ_Sequence  ; person: bald                                                   # E12.1  [1] (🧑‍🦲)
1F9D1 200D 1F9B3                            ; RGI_Emoji_ZWJ_Sequence  ; person: white hair                                             # E12.1  [1] (🧑‍🦳)
1F9D1 1F3FB 200D 1F9B0                      ; RGI_Emoji_ZWJ_Sequence  ; person: light skin tone, red hair                              # E12.1  [1] (🧑🏻‍🦰)
1F9D1 1F3FB 200D 1F9B1                      ; RGI_Emoji_ZWJ_Sequence  ; person: light skin tone, curly hair                            # E12.1  [1] (🧑🏻‍🦱)
1F9D1 1F3FB 200D 1F9B2                      ; RGI_Emoji_ZWJ_Sequence  ; person: light skin tone, bald                                  # E12.1  [1] (🧑🏻‍🦲)
1F9D1 1F3FB 200D 1F9B3                      ; RGI_Emoji_ZWJ_Sequence  ; person: light skin tone, white hair                            # E12.1  [1] (🧑🏻‍🦳)
1F9D1 1F3FC 200D 1F9B0                      ; RGI_Emoji_ZWJ_Sequence  ; person: medium-light skin tone, red hair                       # E12.1  [1] (🧑🏼‍🦰)
1F9D1 1F3FC 200D 1F9B1                      ; RGI_Emoji_ZWJ_Sequence  ; person: medium-light skin tone, curly hair                     # E12.1  [1] (🧑🏼‍🦱)
1F9D1 1F3FC 200D 1F9B2                      ; RGI_Emoji_ZWJ_Sequence  ; person: medium-light skin tone, bald                           # E12.1  [1] (🧑🏼‍🦲)
1F9D1 1F3FC 200D 1F9B3                      ; RGI_Emoji_ZWJ_Sequence  ; person: medium-light skin tone, white hair                     # E12.1  [1] (🧑🏼‍🦳)
1F9D1 1F3FD 200D 1F9B0                      ; RGI_Emoji_ZWJ_Sequence  ; person: medium skin tone, red hair                             # E12.1  [1] (🧑🏽‍🦰)
1F9D1 1F3FD 200D 1F9B1                      ; RGI_Emoji_ZWJ_Sequence  ; person: medium skin tone, curly hair                           # E12.1  [1] (🧑🏽‍🦱)
1F9D1 1F3FD 200D 1F9B2                      ; RGI_Emoji_ZWJ_Sequence  ; person: medium skin tone, bald                                 # E12.1  [1] (🧑🏽‍🦲)
1F9D1 1F3FD 200D 1F9B3                      ; RGI_Emoji_ZWJ_Sequence  ; person: medium skin tone, white hair                           # E12.1  [1] (🧑🏽‍🦳)
1F9D1 1F3FE 200D 1F9B0                      ; RGI_Emoji_ZWJ_Sequence  ; person: medium-dark skin tone, red hair                        # E12.1  [1] (🧑🏾‍🦰)
1F9D1 1F3FE 200D 1F9B1                      ; RGI_Emoji_ZWJ_Sequence  ; person: medium-dark skin tone, curly hair                      # E12.1  [1] (🧑🏾‍🦱)
1F9D1 1F3FE 200D 1F9B2                      ; RGI_Emoji_ZWJ_Sequence  ; person: medium-dark skin tone, bald                            # E12.1  [1] (🧑🏾‍🦲)
1F9D1 1F3FE 200D 1F9B3                      ; RGI_Emoji_ZWJ_Sequence  ; person: medium-dark skin tone, white hair                      # E12.1  [1] (🧑🏾‍🦳)
1F9D1 1F3FF 200D 1F9B0                      ; RGI_Emoji_ZWJ_Sequence  ; person: dark skin tone, red hair                               # E12.1  [1] (🧑🏿‍🦰)
1F9D1 1F3FF 200D 1F9B1                      ; RGI_Emoji_ZWJ_Sequence  ; person: dark skin tone, curly hair                             # E12.1  [1] (🧑🏿‍🦱)
1F9D1 1F3FF 200D 1F9B2                      ; RGI_Emoji_ZWJ_Sequence  ; person: dark skin tone, bald                                   # E12.1  [1] (🧑🏿‍🦲)
1F9D1 1F3FF 200D 1F9B3                      ; RGI_Emoji_ZWJ_Sequence  ; person: dark skin tone, white hair                             # E12.1  [1] (🧑🏿‍🦳)

# Total elements: 72

# ================================================

# RGI_Emoji_ZWJ_Sequence: Other

26D3 FE0F 200D 1F4A5                        ; RGI_Emoji_ZWJ_Sequence  ; broken chain                                                   # E15.1  [1] (⛓️‍💥)
2764 FE0F 200D 1F525                        ; RGI_Emoji_ZWJ_Sequence  ; heart on fire                                                  # E13.1  [1] (❤️‍🔥)
2764 FE0F 200D 1FA79                        ; RGI_Emoji_ZWJ_Sequence  ; mending heart                                                  # E13.1  [1] (❤️‍🩹)
1F344 200D 1F7EB                            ; RGI_Emoji_ZWJ_Sequence  ; brown mushroom                                                 # E15.1  [1] (🍄‍🟫)
1F34B 200D 1F7E9                            ; RGI_Emoji_ZWJ_Sequence  ; lime                                                           # E15.1  [1] (🍋‍🟩)
1F3F3 FE0F 200D 26A7 FE0F                   ; RGI_Emoji_ZWJ_Sequence  ; transgender flag                                               # E13.0  [1] (🏳️‍⚧️)
1F3F3 FE0F 200D 1F308                       ; RGI_Emoji_ZWJ_Sequence  ; rainbow flag                                                   # E4.0   [1] (🏳️‍🌈)
1F3F4 200D 2620 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; pirate flag                                                    # E11.0  [1] (🏴‍☠️)
1F408 200D 2B1B                             ; RGI_Emoji_ZWJ_Sequence  ; black cat                                                      # E13.0  [1] (🐈‍⬛)
1F415 200D 1F9BA                            ; RGI_Emoji_ZWJ_Sequence  ; service dog                                                    # E12.0  [1] (🐕‍🦺)
1F426 200D 2B1B                             ; RGI_Emoji_ZWJ_Sequence  ; black bird                                                     # E15.0  [1] (🐦‍⬛)
1F426 200D 1F525                            ; RGI_Emoji_ZWJ_Sequence  ; phoenix                                                        # E15.1  [1] (🐦‍🔥)
1F43B 200D 2744 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; polar bear                                                     # E13.0  [1] (🐻‍❄️)
1F441 FE0F 200D 1F5E8 FE0F                  ; RGI_Emoji_ZWJ_Sequence  ; eye in speech bubble                                           # E2.0   [1] (👁️‍🗨️)
1F62E 200D 1F4A8                            ; RGI_Emoji_ZWJ_Sequence  ; face exhaling                                                  # E13.1  [1] (😮‍💨)
1F635 200D 1F4AB                            ; RGI_Emoji_ZWJ_Sequence  ; face with spiral eyes                                          # E13.1  [1] (😵‍💫)
1F636 200D 1F32B FE0F                       ; RGI_Emoji_ZWJ_Sequence  ; face in clouds                                                 # E13.1  [1] (😶‍🌫️)
1F642 200D 2194 FE0F                        ; RGI_Emoji_ZWJ_Sequence  ; head shaking horizontally                                      # E15.1  [1] (🙂‍↔️)
